DATETIME,ACT_HEAT_INDEX,ACT_HUMIDITY,ACT_RAIN,ACT_TEMP,COOL_FACTOR
05MAR2019:17:45:00,30.47350778,59.67,0,28.69,1.69
05MAR2019:18:00:00,29.98313525,61.54,0,28.23,1.23
05MAR2019:18:15:00,29.69892337,62.2,0,28,1
05MAR2019:18:30:00,28.98429584,62.95,0,27.48,0.48
05MAR2019:18:45:00,28.77936166,64.63,0,27.24,0.24
05MAR2019:19:00:00,27.08628333,66.13,0,26.64,0
05MAR2019:19:15:00,26.89973889,66.99,0,26.45,0
05MAR2019:19:30:00,26.53432222,67.74,0,26.1,0
05MAR2019:19:45:00,26.39598889,68.34,0,25.96,0
05MAR2019:20:00:00,26.31836667,69.58,0,25.86,0
05MAR2019:20:15:00,26.22690556,70.29,0,25.76,0
05MAR2019:20:30:00,26.20558889,71.58,0,25.71,0
05MAR2019:20:45:00,26.11513889,72.75,0,25.6,0
05MAR2019:21:00:00,26.10694444,73.7,0,25.57,0
05MAR2019:21:15:00,25.95575,74.65,0,25.41,0
05MAR2019:21:30:00,25.92209444,76.31,0,25.34,0
05MAR2019:21:45:00,25.81751111,77.36,0,25.22,0
05MAR2019:22:00:00,25.72892222,78.18,0,25.12,0
05MAR2019:22:15:00,25.45698889,79.14,0,24.85,0
05MAR2019:22:30:00,25.30922222,79.8,0,24.7,0
05MAR2019:22:45:00,24.97736111,80.15,0,24.39,0
05MAR2019:23:00:00,24.91426667,79.84,0,24.34,0
05MAR2019:23:15:00,24.89990556,79.29,0,24.34,0
05MAR2019:23:30:00,24.80665,79.51,0,24.25,0
05MAR2019:23:45:00,24.76891667,79.75,0,24.21,0
06MAR2019:00:00:00,24.81030556,79.65,0,24.25,0
06MAR2019:00:15:00,24.73121667,79.57,0,24.18,0
06MAR2019:00:30:00,24.63218333,79.99,0,24.08,0
06MAR2019:00:45:00,24.59340556,80.19,0,24.04,0
06MAR2019:01:00:00,24.29976667,80.74,0,23.76,0
06MAR2019:01:15:00,24.19077778,81.2,0,23.65,0
06MAR2019:01:30:00,24.11583333,81.7,0,23.57,0
06MAR2019:01:45:00,23.98092778,82.01,0,23.44,0
06MAR2019:02:00:00,24.01784444,82.16,0,23.47,0
06MAR2019:02:15:00,24.02962778,82.19,0,23.48,0
06MAR2019:02:30:00,24.00684444,82.16,0,23.46,0
06MAR2019:02:45:00,23.92171667,82.27,0,23.38,0
06MAR2019:03:00:00,23.86776111,82.31,0,23.33,0
06MAR2019:03:15:00,23.72792778,82.01,0,23.21,0
06MAR2019:03:30:00,23.93471111,80.24,0,23.44,0
06MAR2019:03:45:00,24.04615,78.61,0,23.58,0
06MAR2019:04:00:00,24.1743,77.62,0,23.72,0
06MAR2019:04:15:00,24.35748333,76.21,0,23.92,0
06MAR2019:04:30:00,24.31224444,75.32,0,23.9,0
06MAR2019:04:45:00,24.16921111,75.74,0,23.76,0
06MAR2019:05:00:00,23.84518333,76.39,0,23.45,0
06MAR2019:05:15:00,23.78414444,76.58,0,23.39,0
06MAR2019:05:30:00,23.76713889,76.35,0,23.38,0
06MAR2019:05:45:00,23.80595,75.73,0,23.43,0
06MAR2019:06:00:00,23.76955556,75.6,0,23.4,0
06MAR2019:06:15:00,23.78346111,75.29,0,23.42,0
06MAR2019:06:30:00,23.83398889,75.54,0,23.46,0
06MAR2019:06:45:00,23.6746,77.44,0,23.27,0
06MAR2019:07:00:00,23.51965,79.51,0,23.08,0
06MAR2019:07:15:00,23.2171,80.14,0,22.79,0
06MAR2019:07:30:00,23.03620556,79.11,0,22.65,0
06MAR2019:07:45:00,23.03542222,79.08,0,22.65,0
06MAR2019:08:00:00,23.05291667,79.75,0,22.65,0
06MAR2019:08:15:00,23.12025556,79.38,0,22.72,0
06MAR2019:08:30:00,23.60360556,77.67,0,23.2,0
06MAR2019:08:45:00,23.95942778,75.71,0,23.57,0
06MAR2019:09:00:00,24.69793333,73.24,0,24.3,0
06MAR2019:09:15:00,24.98439444,70.73,0,24.62,0
06MAR2019:09:30:00,25.57167222,69.63,0,25.18,0
06MAR2019:09:45:00,25.76171111,67.64,0,25.4,0
06MAR2019:10:00:00,26.14978333,65.23,0,25.81,0
06MAR2019:10:15:00,26.26993889,62.67,0,25.98,0
06MAR2019:10:30:00,26.38000556,61.83,0,26.1,0
06MAR2019:10:45:00,27.70979076,59.76,0,26.71,0
06MAR2019:11:00:00,27.94846932,57.12,0,27.06,0.06
06MAR2019:11:15:00,28.62790629,55.91,0,27.7,0.7
06MAR2019:11:30:00,28.80228187,55.34,0,27.88,0.88
06MAR2019:11:45:00,29.58117354,56.35,0,28.38,1.38
06MAR2019:12:00:00,29.95510801,55.78,0,28.69,1.69
06MAR2019:12:15:00,30.26540286,55.35,0,28.94,1.94
06MAR2019:12:30:00,30.39186985,56.16,0,28.95,1.95
06MAR2019:12:45:00,30.6658598,55.93,0,29.15,2.15
06MAR2019:13:00:00,30.83554306,56.44,0,29.21,2.21
06MAR2019:13:15:00,31.2346599,56.22,0,29.48,2.48
06MAR2019:13:30:00,31.35238024,56.24,0,29.55,2.55
06MAR2019:13:45:00,31.50674581,55.39,0,29.73,2.73
06MAR2019:14:00:00,31.19646765,55.68,0,29.51,2.51
06MAR2019:14:15:00,31.09526885,56.26,0,29.39,2.39
06MAR2019:14:30:00,31.23343361,55.21,0,29.58,2.58
06MAR2019:14:45:00,31.29674057,53.93,0,29.75,2.75
06MAR2019:15:00:00,30.8694059,53.89,0,29.48,2.48
06MAR2019:15:15:00,30.74547251,53.27,0,29.46,2.46
06MAR2019:15:30:00,30.93697435,53.73,0,29.54,2.54
06MAR2019:15:45:00,31.38835693,55.17,0,29.68,2.68
06MAR2019:16:00:00,30.82181169,55.93,0,29.25,2.25
06MAR2019:16:15:00,30.49407163,55.27,0,29.1,2.1
06MAR2019:16:30:00,29.95876116,54.35,0,28.82,1.82
06MAR2019:16:45:00,29.9730909,54.13,0,28.85,1.85
06MAR2019:17:00:00,29.97021647,54.55,0,28.81,1.81
06MAR2019:17:15:00,29.58248573,53.78,0,28.6,1.6
06MAR2019:17:30:00,29.27670582,55.49,0,28.23,1.23
06MAR2019:17:45:00,28.90661611,57.35,0,27.81,0.81
06MAR2019:18:00:00,28.38583318,58.99,0,27.3,0.3
06MAR2019:18:15:00,28.10751675,60.72,0,26.98,0
06MAR2019:18:30:00,27.03187778,61.94,0,26.69,0
06MAR2019:18:45:00,26.65285,62.59,0,26.33,0
06MAR2019:19:00:00,26.29810556,64.17,0,25.97,0
06MAR2019:19:15:00,26.13046111,64.49,0,25.81,0
06MAR2019:19:30:00,25.79477778,66.8,0,25.45,0
06MAR2019:19:45:00,25.63098333,68.11,0,25.27,0
06MAR2019:20:00:00,25.30747778,68.78,0,24.96,0
06MAR2019:20:15:00,25.24330556,68.85,0,24.9,0
06MAR2019:20:30:00,25.16023333,69.46,0,24.81,0
06MAR2019:20:45:00,25.14476111,69.71,0,24.79,0
06MAR2019:21:00:00,25.0062,69.88,0,24.66,0
06MAR2019:21:15:00,24.95407222,69.99,0,24.61,0
06MAR2019:21:30:00,24.95560556,70.47,0,24.6,0
06MAR2019:21:45:00,24.91105,70.87,0,24.55,0
06MAR2019:22:00:00,24.86806111,71.33,0,24.5,0
06MAR2019:22:15:00,24.82667222,71.43,0,24.46,0
06MAR2019:22:30:00,24.76142222,71.88,0,24.39,0
06MAR2019:22:45:00,24.67995,72.13,0,24.31,0
06MAR2019:23:00:00,24.66578333,72.43,0,24.29,0
06MAR2019:23:15:00,24.65922222,72.6,0,24.28,0
06MAR2019:23:30:00,24.66392222,72.78,0,24.28,0
06MAR2019:23:45:00,24.59214444,72.98,0,24.21,0
07MAR2019:00:00:00,24.51563333,73.42,0,24.13,0
07MAR2019:00:15:00,24.50616667,73.9,0,24.11,0
07MAR2019:00:30:00,24.36705,74.47,0,23.97,0
07MAR2019:00:45:00,24.36518889,74.82,0,23.96,0
07MAR2019:01:00:00,24.12942222,75.48,0,23.73,0
07MAR2019:01:15:00,24.13777778,75.8,0,23.73,0
07MAR2019:01:30:00,24.00600556,76.23,0,23.6,0
07MAR2019:01:45:00,23.86267778,77.06,0,23.45,0
07MAR2019:02:00:00,23.55565556,77.94,0,23.15,0
07MAR2019:02:15:00,23.42962778,78.59,0,23.02,0
07MAR2019:02:30:00,23.34025556,79.38,0,22.92,0
07MAR2019:02:45:00,23.20296667,80.02,0,22.78,0
07MAR2019:03:00:00,23.15185,80.59,0,22.72,0
07MAR2019:03:15:00,23.16020556,80.91,0,22.72,0
07MAR2019:03:30:00,23.21602222,80.52,0,22.78,0
07MAR2019:03:45:00,23.24037222,80.61,0,22.8,0
07MAR2019:04:00:00,23.25715,80.41,0,22.82,0
07MAR2019:04:15:00,23.23410556,80.37,0,22.8,0
07MAR2019:04:30:00,23.18906111,80.33,0,22.76,0
07MAR2019:04:45:00,23.08163889,80.85,0,22.65,0
07MAR2019:05:00:00,22.96302222,80.52,0,22.55,0
07MAR2019:05:15:00,22.9154,79.96,0,22.52,0
07MAR2019:05:30:00,22.75643889,79.77,0,22.38,0
07MAR2019:05:45:00,22.73153333,80.08,0,22.35,0
07MAR2019:06:00:00,22.59953333,80.08,0,22.23,0
07MAR2019:06:15:00,22.50878889,81.66,0,22.11,0
07MAR2019:06:30:00,22.09274444,83.42,0,21.69,0
07MAR2019:06:45:00,21.88527778,83.9,0,21.49,0
07MAR2019:07:00:00,21.8355,84.1,0,21.44,0
07MAR2019:07:15:00,21.77524444,84.32,0,21.38,0
07MAR2019:07:30:00,21.69168333,84.49,0,21.3,0
07MAR2019:07:45:00,21.86611667,84.43,0,21.46,0
07MAR2019:08:00:00,21.8795,84.1,0,21.48,0
07MAR2019:08:15:00,22.19510556,83.97,0,21.77,0
07MAR2019:08:30:00,22.45816111,82.67,0,22.04,0
07MAR2019:08:45:00,23.08745,80.23,0,22.67,0
07MAR2019:09:00:00,23.41131667,78.31,0,23.01,0
07MAR2019:09:15:00,23.87501667,76.69,0,23.47,0
07MAR2019:09:30:00,24.66467222,73.23,0,24.27,0
07MAR2019:09:45:00,25.34442222,71.88,0,24.92,0
07MAR2019:10:00:00,25.71966667,69.4,0,25.32,0
07MAR2019:10:15:00,25.95817778,67.16,0,25.59,0
07MAR2019:10:30:00,26.79999444,63.17,0,26.45,0
07MAR2019:10:45:00,27.87382137,60.06,0,26.83,0
07MAR2019:11:00:00,28.50992683,57.28,0,27.51,0.51
07MAR2019:11:15:00,28.87307639,54.89,0,27.97,0.97
07MAR2019:11:30:00,29.22714735,54.79,0,28.25,1.25
07MAR2019:11:45:00,29.4785746,53.7,0,28.53,1.53
07MAR2019:12:00:00,29.88971228,52.28,0,28.96,1.96
07MAR2019:12:15:00,29.96569272,49.5,0,29.28,2.28
07MAR2019:12:30:00,31.07907192,48.79,0,30.15,3.15
07MAR2019:12:45:00,31.52867542,47.3,0,30.62,3.62
07MAR2019:13:00:00,31.29738379,45.54,0,30.66,3.66
07MAR2019:13:15:00,31.17018944,41.73,0,31,4
07MAR2019:13:30:00,31.06260111,40.31,0,31.08,4.08
07MAR2019:13:45:00,31.32908424,37.97,0,31.55,4.55
07MAR2019:14:00:00,31.35534976,37.45,0,31.63,4.63
07MAR2019:14:15:00,32.12044327,36.32,0,32.34,5.34
07MAR2019:14:30:00,33.53989949,36.99,0,33.25,6.25
07MAR2019:14:45:00,36.51804842,48.16,0,33.38,6.38
07MAR2019:15:00:00,33.53107691,51.58,0,31.34,4.34
07MAR2019:15:15:00,32.936069,52.86,0,30.85,3.85
07MAR2019:15:30:00,32.42756609,53.88,0,30.44,3.44
07MAR2019:15:45:00,32.34190408,53.79,0,30.4,3.4
07MAR2019:16:00:00,32.59860696,53.96,0,30.53,3.53
07MAR2019:16:15:00,32.24564428,53.55,0,30.37,3.37
07MAR2019:16:30:00,32.47021813,54.91,0,30.35,3.35
07MAR2019:16:45:00,31.81807222,55.27,0,29.93,2.93
07MAR2019:17:00:00,31.92700485,55.22,0,30,3
07MAR2019:17:15:00,31.58358918,54.3,0,29.89,2.89
07MAR2019:17:30:00,31.38179181,54.35,0,29.76,2.76
07MAR2019:17:45:00,30.6492735,55.5,0,29.18,2.18
07MAR2019:18:00:00,30.58045284,55.98,0,29.09,2.09
07MAR2019:18:15:00,29.75628309,56.74,0,28.47,1.47
07MAR2019:18:30:00,29.48395335,57.72,0,28.2,1.2
07MAR2019:18:45:00,28.90367925,57.73,0,27.78,0.78
07MAR2019:19:00:00,28.60833095,57.67,0,27.56,0.56
07MAR2019:19:15:00,28.20691084,58.17,0,27.21,0.21
07MAR2019:19:30:00,28.1239634,59.55,0,27.06,0.06
07MAR2019:19:45:00,28.12491603,62.62,0,26.89,0
07MAR2019:20:00:00,26.86021667,63.37,0,26.5,0
07MAR2019:20:15:00,26.79695556,65.16,0,26.4,0
07MAR2019:20:30:00,26.56797778,66.08,0,26.17,0
07MAR2019:20:45:00,26.48614444,67.58,0,26.06,0
07MAR2019:21:00:00,26.39967778,68.06,0,25.97,0
07MAR2019:21:15:00,26.38662222,67.56,0,25.97,0
07MAR2019:21:30:00,26.33485556,66.42,0,25.95,0
07MAR2019:21:45:00,26.28749444,65.87,0,25.92,0
07MAR2019:22:00:00,26.2605,66.1,0,25.89,0
07MAR2019:22:15:00,26.13786667,66.88,0,25.76,0
07MAR2019:22:30:00,26.10245,67.63,0,25.71,0
07MAR2019:22:45:00,25.77101111,69.26,0,25.37,0
07MAR2019:23:00:00,25.74137222,69.81,0,25.33,0
07MAR2019:23:15:00,25.61691111,70.52,0,25.2,0
07MAR2019:23:30:00,25.55241111,71.42,0,25.12,0
07MAR2019:23:45:00,25.35143889,72.57,0,24.91,0
08MAR2019:00:00:00,25.29797222,73.05,0,24.85,0
08MAR2019:00:15:00,25.19397778,73.28,0,24.75,0
08MAR2019:00:30:00,25.16597222,73.05,0,24.73,0
08MAR2019:00:45:00,25.06093333,73.24,0,24.63,0
08MAR2019:01:00:00,24.92478889,72.66,0,24.52,0
08MAR2019:01:15:00,24.82552778,72.65,0,24.43,0
08MAR2019:01:30:00,24.70531111,72.68,0,24.32,0
08MAR2019:01:45:00,24.58848889,72.84,0,24.21,0
08MAR2019:02:00:00,24.45701111,72.86,0,24.09,0
08MAR2019:02:15:00,24.32259444,73.61,0,23.95,0
08MAR2019:02:30:00,24.12713889,74.55,0,23.75,0
08MAR2019:02:45:00,24.23505,74.47,0,23.85,0
08MAR2019:03:00:00,24.35157778,74.72,0,23.95,0
08MAR2019:03:15:00,24.40288889,75,0,23.99,0
08MAR2019:03:30:00,24.44189444,75.23,0,24.02,0
08MAR2019:03:45:00,24.20851111,75.56,0,23.8,0
08MAR2019:04:00:00,24.01432778,76.97,0,23.59,0
08MAR2019:04:15:00,23.80630556,77.85,0,23.38,0
08MAR2019:04:30:00,23.85761667,78.13,0,23.42,0
08MAR2019:04:45:00,23.86522222,78,0,23.43,0
08MAR2019:05:00:00,23.86522222,78,0,23.43,0
08MAR2019:05:15:00,23.86966111,78.17,0,23.43,0
08MAR2019:05:30:00,23.85317778,77.96,0,23.42,0
08MAR2019:05:45:00,23.80470556,78.21,0,23.37,0
08MAR2019:06:00:00,23.63941111,78.62,0,23.21,0
08MAR2019:06:15:00,23.66722222,78,0,23.25,0
08MAR2019:06:30:00,23.62247222,77.55,0,23.22,0
08MAR2019:06:45:00,23.58875556,76.68,0,23.21,0
08MAR2019:07:00:00,23.55373333,75.76,0,23.2,0
08MAR2019:07:15:00,23.39049444,76.67,0,23.03,0
08MAR2019:07:30:00,23.20271111,76.64,0,22.86,0
08MAR2019:07:45:00,22.89637778,75.44,0,22.61,0
08MAR2019:08:00:00,22.72455556,75.6,0,22.45,0
08MAR2019:08:15:00,22.94651667,73.99,0,22.69,0
08MAR2019:08:30:00,23.21205556,71.1,0,23,0
08MAR2019:08:45:00,24.22572778,66.53,0,24.03,0
08MAR2019:09:00:00,24.71345556,62.46,0,24.57,0
08MAR2019:09:15:00,25.43577222,59.37,0,25.3,0
08MAR2019:09:30:00,25.75497222,56.85,0,25.65,0
08MAR2019:09:45:00,26.09424444,55.52,0,25.99,0
08MAR2019:10:00:00,27.35484362,53.19,0,26.74,0
08MAR2019:10:15:00,27.78382169,51.38,0,27.28,0.28
08MAR2019:10:30:00,28.39481172,47.9,0,28.12,1.12
08MAR2019:10:45:00,28.54135893,45,0,28.5,1.5
08MAR2019:11:00:00,29.25672116,43.64,0,29.27,2.27
08MAR2019:11:15:00,29.52551281,43.34,0,29.53,2.53
08MAR2019:11:30:00,29.75555528,43.97,0,29.66,2.66
08MAR2019:11:45:00,30.05563773,44.29,0,29.87,2.87
08MAR2019:12:00:00,30.57974357,44.25,0,30.28,3.28
08MAR2019:12:15:00,31.00811341,44.32,0,30.59,3.59
08MAR2019:12:30:00,31.77093725,45.76,0,30.96,3.96
08MAR2019:12:45:00,31.79285737,44.52,0,31.12,4.12
08MAR2019:13:00:00,32.74080526,46.58,0,31.49,4.49
08MAR2019:13:15:00,34.09138544,50.16,0,31.83,4.83
08MAR2019:13:30:00,35.03439493,50.29,0,32.32,5.32
08MAR2019:13:45:00,35.79162303,50.29,0,32.71,5.71
08MAR2019:14:00:00,36.32908639,50.21,0,32.99,5.99
08MAR2019:14:15:00,36.66492851,50.87,0,33.06,6.06
08MAR2019:14:30:00,36.52238589,51.44,0,32.91,5.91
08MAR2019:14:45:00,36.4671082,51.18,0,32.92,5.92
08MAR2019:15:00:00,36.06836991,50.64,0,32.8,5.8
08MAR2019:15:15:00,35.42481071,49.51,0,32.63,5.63
08MAR2019:15:30:00,35.23081487,48.7,0,32.64,5.64
08MAR2019:15:45:00,35.4998502,48.21,0,32.85,5.85
08MAR2019:16:00:00,35.66512397,47.55,0,33.03,6.03
08MAR2019:16:15:00,34.83030838,47.13,0,32.64,5.64
08MAR2019:16:30:00,34.89678355,46.67,0,32.74,5.74
08MAR2019:16:45:00,34.65291206,45.83,0,32.72,5.72
08MAR2019:17:00:00,34.14168848,45.74,0,32.44,5.44
08MAR2019:17:15:00,33.19032225,46.71,0,31.75,4.75
08MAR2019:17:30:00,32.83940352,46.51,0,31.56,4.56
08MAR2019:17:45:00,32.37823765,46.01,0,31.33,4.33
08MAR2019:18:00:00,32.13149586,47.02,0,31.05,4.05
08MAR2019:18:15:00,31.56431353,48.22,0,30.54,3.54
08MAR2019:18:30:00,31.34241105,49.14,0,30.29,3.29
08MAR2019:18:45:00,30.45546857,50.38,0,29.55,2.55
08MAR2019:19:00:00,30.0415992,51.12,0,29.18,2.18
08MAR2019:19:15:00,29.48000957,52,0,28.68,1.68
08MAR2019:19:30:00,29.21137107,52.49,0,28.43,1.43
08MAR2019:19:45:00,28.61079203,51.9,0,27.99,0.99
08MAR2019:20:00:00,28.42260781,51.1,0,27.89,0.89
08MAR2019:20:15:00,28.28382525,50.27,0,27.83,0.83
08MAR2019:20:30:00,28.1823187,50.76,0,27.7,0.7
08MAR2019:20:45:00,28.12803572,50.76,0,27.65,0.65
08MAR2019:21:00:00,28.070727,50.58,0,27.61,0.61
08MAR2019:21:15:00,28.08543221,51.45,0,27.56,0.56
08MAR2019:21:30:00,27.87975324,51.7,0,27.35,0.35
08MAR2019:21:45:00,27.70550601,50.11,0,27.29,0.29
08MAR2019:22:00:00,27.53945515,48.5,0,27.23,0.23
08MAR2019:22:15:00,27.51082013,47.34,0,27.28,0.28
08MAR2019:22:30:00,27.53728164,47.89,0,27.27,0.27
08MAR2019:22:45:00,27.51338616,48.68,0,27.19,0.19
08MAR2019:23:00:00,27.42220265,50.24,0,26.99,0
08MAR2019:23:15:00,26.69748889,51.24,0,26.64,0
08MAR2019:23:30:00,26.65577222,52.17,0,26.58,0
08MAR2019:23:45:00,26.25787778,52.94,0,26.2,0
09MAR2019:00:00:00,26.11086111,54.05,0,26.04,0
09MAR2019:00:15:00,25.99825,53.95,0,25.94,0
09MAR2019:00:30:00,25.89053333,54.88,0,25.82,0
09MAR2019:00:45:00,25.70715556,55.44,0,25.64,0
09MAR2019:01:00:00,25.62506111,56.93,0,25.53,0
09MAR2019:01:15:00,25.56268333,57.49,0,25.46,0
09MAR2019:01:30:00,25.39056667,58.06,0,25.29,0
09MAR2019:01:45:00,25.25213333,59.92,0,25.12,0
09MAR2019:02:00:00,24.95712222,61.26,0,24.82,0
09MAR2019:02:15:00,24.70516667,61.3,0,24.59,0
09MAR2019:02:30:00,24.28155556,59.4,0,24.25,0
09MAR2019:02:45:00,24.56347778,57.98,0,24.54,0
09MAR2019:03:00:00,25.02473333,54.16,0,25.05,0
09MAR2019:03:15:00,25.41038889,52.5,0,25.44,0
09MAR2019:03:30:00,25.38120556,53.91,0,25.38,0
09MAR2019:03:45:00,25.32456667,58.06,0,25.23,0
09MAR2019:04:00:00,25.23587222,63.51,0,25.02,0
09MAR2019:04:15:00,25.18807778,68.42,0,24.86,0
09MAR2019:04:30:00,24.83137222,71.61,0,24.46,0
09MAR2019:04:45:00,24.67093889,73.47,0,24.27,0
09MAR2019:05:00:00,24.59533889,75.63,0,24.15,0
09MAR2019:05:15:00,24.51895556,77.76,0,24.03,0
09MAR2019:05:30:00,24.53223889,78.69,0,24.02,0
09MAR2019:05:45:00,24.47393889,80.67,0,23.92,0
09MAR2019:06:00:00,24.42465,81.31,0,23.86,0
09MAR2019:06:15:00,24.28269444,81.35,0,23.73,0
09MAR2019:06:30:00,24.11113333,81.52,0,23.57,0
09MAR2019:06:45:00,23.97260556,81.27,0,23.45,0
09MAR2019:07:00:00,24.10228889,80.76,0,23.58,0
09MAR2019:07:15:00,24.07464444,79.28,0,23.59,0
09MAR2019:07:30:00,23.93693333,78.64,0,23.48,0
09MAR2019:07:45:00,23.73991111,79.52,0,23.28,0
09MAR2019:08:00:00,23.7247,79.78,0,23.26,0
09MAR2019:08:15:00,23.78423889,78.69,0,23.34,0
09MAR2019:08:30:00,24.29974444,74.42,0,23.91,0
09MAR2019:08:45:00,24.75411111,71.6,0,24.39,0
09MAR2019:09:00:00,25.27101667,69.49,0,24.91,0
09MAR2019:09:15:00,25.86704444,67.04,0,25.51,0
09MAR2019:09:30:00,26.09178889,60.06,0,25.88,0
09MAR2019:09:45:00,27.75929766,55.36,0,27,0
09MAR2019:10:00:00,28.28728764,52.43,0,27.67,0.67
09MAR2019:10:15:00,29.27239189,51.08,0,28.6,1.6
09MAR2019:10:30:00,29.38374441,49.17,0,28.86,1.86
09MAR2019:10:45:00,29.71377692,47.29,0,29.3,2.3
09MAR2019:11:00:00,29.91259313,46.14,0,29.57,2.57
09MAR2019:11:15:00,30.89391332,44.47,0,30.49,3.49
09MAR2019:11:30:00,31.28541566,42.91,0,30.95,3.95
09MAR2019:11:45:00,31.35786979,42.06,0,31.1,4.1
09MAR2019:12:00:00,32.31044544,42.29,0,31.74,4.74
09MAR2019:12:15:00,32.70632198,41.69,0,32.08,5.08
09MAR2019:12:30:00,34.26853386,40.96,0,33.17,6.17
09MAR2019:12:45:00,35.28665545,44.23,0,33.3,6.3
09MAR2019:13:00:00,35.24844629,46.33,0,32.98,5.98
09MAR2019:13:15:00,34.81059347,46.76,0,32.68,5.68
09MAR2019:13:30:00,35.64057919,47.6,0,33.01,6.01
09MAR2019:13:45:00,35.84262234,47.64,0,33.11,6.11
09MAR2019:14:00:00,35.82955247,49,0,32.91,5.91
09MAR2019:14:15:00,35.58854218,49.4,0,32.73,5.73
09MAR2019:14:30:00,36.14157678,50.33,0,32.88,5.88
09MAR2019:14:45:00,37.50693035,51.55,0,33.36,6.36
09MAR2019:15:00:00,37.31737353,50.47,0,33.43,6.43
09MAR2019:15:15:00,38.17862968,49.36,0,34,7
09MAR2019:15:30:00,37.86220004,46.59,0,34.28,7.28
09MAR2019:15:45:00,37.28472208,43.42,0,34.49,7.49
09MAR2019:16:00:00,36.80965217,42.09,0,34.45,7.45
09MAR2019:16:15:00,36.42287923,41.26,0,34.37,7.37
09MAR2019:16:30:00,35.44788559,41.49,0,33.79,6.79
09MAR2019:16:45:00,35.51321414,42.42,0,33.69,6.69
09MAR2019:17:00:00,35.31576249,42.34,0,33.59,6.59
09MAR2019:17:15:00,34.9584876,40.57,0,33.64,6.64
09MAR2019:17:30:00,34.74491122,40.87,0,33.47,6.47
09MAR2019:17:45:00,34.14739349,42.38,0,32.9,5.9
09MAR2019:18:00:00,33.14752811,42.68,0,32.24,5.24
09MAR2019:18:15:00,32.90139418,43.48,0,31.98,4.98
09MAR2019:18:30:00,32.50715438,44.24,0,31.63,4.63
09MAR2019:18:45:00,31.88823582,43.55,0,31.3,4.3
09MAR2019:19:00:00,31.22337876,42.69,0,30.93,3.93
09MAR2019:19:15:00,30.63081106,42.94,0,30.46,3.46
09MAR2019:19:30:00,30.58211677,44.36,0,30.27,3.27
09MAR2019:19:45:00,30.08686249,45.02,0,29.82,2.82
09MAR2019:20:00:00,29.9174809,45.08,0,29.68,2.68
09MAR2019:20:15:00,29.76386415,44.34,0,29.63,2.63
09MAR2019:20:30:00,29.66326033,44.11,0,29.57,2.57
09MAR2019:20:45:00,29.53704793,44.88,0,29.39,2.39
09MAR2019:21:00:00,29.49343173,45.75,0,29.27,2.27
09MAR2019:21:15:00,29.3589516,45.94,0,29.14,2.14
09MAR2019:21:30:00,29.10033291,44.42,0,29.06,2.06
09MAR2019:21:45:00,28.96819983,44.56,0,28.93,1.93
09MAR2019:22:00:00,28.58017971,43.12,0,28.7,1.7
09MAR2019:22:15:00,28.29621762,41.26,0,28.58,1.58
09MAR2019:22:30:00,28.3279513,44,0,28.38,1.38
09MAR2019:22:45:00,28.14095203,44.78,0,28.13,1.13
09MAR2019:23:00:00,27.91528161,45.16,0,27.87,0.87
09MAR2019:23:15:00,27.90849359,45.97,0,27.8,0.8
09MAR2019:23:30:00,27.87136991,47.44,0,27.65,0.65
09MAR2019:23:45:00,27.66480001,49.66,0,27.28,0.28
10MAR2019:00:00:00,27.54592636,51.14,0,27.06,0.06
10MAR2019:00:15:00,26.74383889,51.33,0,26.68,0
10MAR2019:00:30:00,26.63952222,49.02,0,26.64,0
10MAR2019:00:45:00,26.48402222,48.12,0,26.52,0
10MAR2019:01:00:00,27.49660975,47.12,0,27.28,0.28
10MAR2019:01:15:00,27.47846704,46.98,0,27.27,0.27
10MAR2019:01:30:00,27.23833158,47.59,0,26.96,0
10MAR2019:01:45:00,26.58974444,49.22,0,26.59,0
10MAR2019:02:00:00,26.21016111,50.27,0,26.22,0
10MAR2019:02:15:00,26.0165,51.7,0,26.01,0
10MAR2019:02:30:00,25.65663333,51.82,0,25.68,0
10MAR2019:02:45:00,25.54823333,51.46,0,25.59,0
10MAR2019:03:00:00,25.38992778,49.61,0,25.49,0
10MAR2019:03:15:00,25.60849444,47.87,0,25.73,0
10MAR2019:03:30:00,25.7357,45.58,0,25.9,0
10MAR2019:03:45:00,25.81922778,45.83,0,25.97,0
10MAR2019:04:00:00,25.85372778,46.73,0,25.98,0
10MAR2019:04:15:00,25.88271111,47.84,0,25.98,0
10MAR2019:04:30:00,25.89060556,50.67,0,25.92,0
10MAR2019:04:45:00,25.55198333,53.71,0,25.54,0
10MAR2019:05:00:00,25.49152778,56.45,0,25.42,0
10MAR2019:05:15:00,25.11001667,58.69,0,25.02,0
10MAR2019:05:30:00,25.02749444,62.27,0,24.86,0
10MAR2019:05:45:00,25.03153889,64.11,0,24.82,0
10MAR2019:06:00:00,24.88533889,64.83,0,24.67,0
10MAR2019:06:15:00,24.87747222,64.95,0,24.66,0
10MAR2019:06:30:00,24.77563333,64.42,0,24.58,0
10MAR2019:06:45:00,24.67516667,63.1,0,24.52,0
10MAR2019:07:00:00,24.53729444,61.19,0,24.44,0
10MAR2019:07:15:00,24.33501667,62.29,0,24.23,0
10MAR2019:07:30:00,24.22684444,62.36,0,24.13,0
